LB-9026 : удалить все файлы выборок данных в памяти панели (ON),Local HMI,LB,9026,,16-bit Unsigned,Поддерживается
LB-9027 : обновить информацию о выборках данных в памяти панели (ON),Local HMI,LB,9027,,16-bit Unsigned,Неподдерживается
LB-9028 : сбросить все рецепты (ON),Local HMI,LB,9028,,16-bit Unsigned,Поддерживается
LB-9029 : сохранить все рецепты в машину (ON),Local HMI,LB,9029,,16-bit Unsigned,Поддерживается
LB-9030 : обновить комуникационные параметры порта COM 1 (LW-9550~9554) (ON),Local HMI,LB,9030,,16-bit Unsigned,Поддерживается
LB-9031 : обновить комуникационные параметры порта COM 2 (LW-9555~9559) (ON),Local HMI,LB,9031,,16-bit Unsigned,Поддерживается
LB-9032 : обновить комуникационные параметры порта COM 3 (LW-9560~9564) (ON),Local HMI,LB,9032,,16-bit Unsigned,Поддерживается
LB-9033 : запретить(on)/разрешить (off) функцию выгрузки панели,Local HMI,LB,9033,,16-bit Unsigned,Поддерживается
"LB-9034 : сохранить журнал событий/выборку данных/ журнал операций в память панели, USB-диск, SD-карту (установить ВКЛ)",Local HMI,LB,9034,,16-bit Unsigned,Поддерживается
LB-9035 : предупреждение а нехватке места в панели (ON),Local HMI,LB,9035,,16-bit Unsigned,Поддерживается
LB-9036 : предупреждение а нехватке места в SD карте (ON),Local HMI,LB,9036,,16-bit Unsigned,Неподдерживается
LB-9037 : Аварийный сигнал о недостаточности свободного места на USB-диске 1  (когда ON),Local HMI,LB,9037,,16-bit Unsigned,Поддерживается
LB-9038 : Аварийный сигнал о недостаточности свободного места на USB-диске 2  (когда ON),Local HMI,LB,9038,,16-bit Unsigned,Поддерживается
"LB-9039 : состояние процесса резервного копирования (в процессе, если ON)",Local HMI,LB,9039,,16-bit Unsigned,Поддерживается
LB-9040 : подсветка включена (ON),Local HMI,LB,9040,,16-bit Unsigned,Поддерживается
LB-9041 : подсветка выключена (ON),Local HMI,LB,9041,,16-bit Unsigned,Поддерживается
LB-9042 : квитировать все тревожные события (ВЫКЛ->ВКЛ),Local HMI,LB,9042,,16-bit Unsigned,Поддерживается
LB-9043 : существование неподтвержденных событий (ON),Local HMI,LB,9043,,16-bit Unsigned,Поддерживается
LB-9044 : запретить удаленное управление (ON),Local HMI,LB,9044,,16-bit Unsigned,Поддерживается
LB-9045 : ошибка комуникации карты памяти (ON),Local HMI,LB,9045,,16-bit Unsigned,Поддерживается
LB-9046 : ключ проекта отличается от ключа панели (ON),Local HMI,LB,9046,,16-bit Unsigned,Поддерживается
LB-9047 : перезапустить панель (установить ON когда LB9048 установлен в ON),Local HMI,LB,9047,,16-bit Unsigned,Поддерживается
LB-9048 : защита панели от перезапуска,Local HMI,LB,9048,,16-bit Unsigned,Поддерживается
LB-9049 : отключить/включить watch dog (используйте LW-11456 для установки таймаута watch dog),Local HMI,LB,9049,,16-bit Unsigned,Поддерживается
"LB-9050 : пользовательский выход из системы ",Local HMI,LB,9050,,16-bit Unsigned,Неподдерживается
"LB-9051 : отключить (OFF)/подключить ON) сервер EasyAccess ",Local HMI,LB,9051,,16-bit Unsigned,Неподдерживается
LB-9052 : состояние подключения к серверу EasyAccess,Local HMI,LB,9052,,16-bit Unsigned,Неподдерживается
LB-9053 : запретить удаленные парольные операции чтения (ON),Local HMI,LB,9053,,16-bit Unsigned,Поддерживается
LB-9054 : запретить удаленные парольные операции записи (ON),Local HMI,LB,9054,,16-bit Unsigned,Поддерживается
LB-9055 : Сервер MODBUS (COM 1) получил запрос (ON),Local HMI,LB,9055,,16-bit Unsigned,Поддерживается
LB-9056 : Сервер MODBUS (COM 2) получил запрос (ON),Local HMI,LB,9056,,16-bit Unsigned,Поддерживается
LB-9057 : Сервер MODBUS (COM 3) получил запрос (ON),Local HMI,LB,9057,,16-bit Unsigned,Поддерживается
LB-9058 : Сервер MODBUS (сеть) получил запрос (ON),Local HMI,LB,9058,,16-bit Unsigned,Поддерживается
LB-9059 : отключить функцию Macro Trace (ON),Local HMI,LB,9059,,16-bit Unsigned,Поддерживается
LB-9060 : ошибка пароля,Local HMI,LB,9060,,16-bit Unsigned,Неподдерживается
LB-9061 : обновить пароль (ON),Local HMI,LB,9061,,16-bit Unsigned,Неподдерживается
LB-9062 : открыть окно аппаратных настроек (ON),Local HMI,LB,9062,,16-bit Unsigned,Поддерживается
LB-9063 : запретить(ON)/разрешить(OFF) всплывающие информационные окна во время поиска USB диска,Local HMI,LB,9063,,16-bit Unsigned,Поддерживается
LB-9064 : разрешить USB устройство чтения штрихкодов (отключает клавиатуру) (ON),Local HMI,LB,9064,,16-bit Unsigned,Поддерживается
LB-9065 : запретить/разрешить COM1 широковещательную станцию,Local HMI,LB,9065,,16-bit Unsigned,Поддерживается
LB-9066 : запретить/разрешить COM2 широковещательную станцию,Local HMI,LB,9066,,16-bit Unsigned,Поддерживается
LB-9067 : запретить/разрешить COM3 широковещательную станцию,Local HMI,LB,9067,,16-bit Unsigned,Поддерживается
LB-9068 : автоматическое подключение к панели 1 (ON),Local HMI,LB,9068,,16-bit Unsigned,Поддерживается
LB-9069 : автоматическое подключение к панели 2 (ON),Local HMI,LB,9069,,16-bit Unsigned,Поддерживается
LB-9070 : автоматическое подключение к панели 3 (ON),Local HMI,LB,9070,,16-bit Unsigned,Поддерживается
LB-9071 : автоматическое подключение к панели 4 (ON),Local HMI,LB,9071,,16-bit Unsigned,Поддерживается
LB-9072 : автоматическое подключение к панели 5 (ON),Local HMI,LB,9072,,16-bit Unsigned,Поддерживается
LB-9073 : автоматическое подключение к панели 6 (ON),Local HMI,LB,9073,,16-bit Unsigned,Поддерживается
LB-9074 : автоматическое подключение к панели 7 (ON),Local HMI,LB,9074,,16-bit Unsigned,Поддерживается
LB-9075 : автоматическое подключение к панели 8 (ON),Local HMI,LB,9075,,16-bit Unsigned,Поддерживается
LB-9099 : автоматическое подключение к панели 32 (ON),Local HMI,LB,9099,,16-bit Unsigned,Поддерживается
LB-9100 : У удаленной панели состояние 1,Local HMI,LB,9100,,16-bit Unsigned,Поддерживается
LB-9101 : У удаленной панели состояние 2,Local HMI,LB,9101,,16-bit Unsigned,Поддерживается
LB-9102 : У удаленной панели состояние 3,Local HMI,LB,9102,,16-bit Unsigned,Поддерживается
LB-9103 : У удаленной панели состояние 4,Local HMI,LB,9103,,16-bit Unsigned,Поддерживается
LB-9104 : У удаленной панели состояние 5,Local HMI,LB,9104,,16-bit Unsigned,Поддерживается
LB-9105 : У удаленной панели состояние 6,Local HMI,LB,9105,,16-bit Unsigned,Поддерживается
LB-9106 : У удаленной панели состояние 7,Local HMI,LB,9106,,16-bit Unsigned,Поддерживается
LB-9107 : У удаленной панели состояние 8,Local HMI,LB,9107,,16-bit Unsigned,Поддерживается
LB-9148 : У удаленной панели состояние 49,Local HMI,LB,9148,,16-bit Unsigned,Поддерживается
LB-9149 : принудительно переподключать удаленную панель при смене IP адреса (ON),Local HMI,LB,9149,,16-bit Unsigned,Поддерживается
LB-9150 : авто. соединение для устройства 1 (COM 1) (когда включено),Local HMI,LB,9150,,16-bit Unsigned,Поддерживается
LB-9151 : авто. соединение для устройства 2 (COM 2) (когда включено),Local HMI,LB,9151,,16-bit Unsigned,Поддерживается
LB-9152 : авто. соединение для устройства 3 (COM 3) (когда включено),Local HMI,LB,9152,,16-bit Unsigned,Поддерживается
LB-9153 : авто. соединение для устройства 4 (ethernet) (когда включено),Local HMI,LB,9153,,16-bit Unsigned,Поддерживается
LB-9154 : авто. соединение для устройства 5 (ethernet) (когда включено),Local HMI,LB,9154,,16-bit Unsigned,Поддерживается
LB-9155 : авто. соединение для устройства 6 (ethernet) (когда включено),Local HMI,LB,9155,,16-bit Unsigned,Поддерживается
LB-9156 : авто. соединение для устройства 7 (ethernet) (когда включено),Local HMI,LB,9156,,16-bit Unsigned,Поддерживается
LB-9157 : авто. соединение для устройства 8 (ethernet) (когда включено),Local HMI,LB,9157,,16-bit Unsigned,Поддерживается
LB-9158 : авто. соединение для устройства 9 (ethernet) (когда включено),Local HMI,LB,9158,,16-bit Unsigned,Поддерживается
LB-9189 : авто. соединение для устройства 40 (ethernet) (когда включено),Local HMI,LB,9189,,16-bit Unsigned,Поддерживается
LB-9190 : авто. соединение для устройства (USB) (когда включено),Local HMI,LB,9190,,16-bit Unsigned,Поддерживается
"LB-9191 : состояние устройства (USB), настроено на повторное соединение",Local HMI,LB,9191,,16-bit Unsigned,Поддерживается
LB-9192 : отключение диалоговое окно <Устройство не отвечает> устройства USB (когда включено),Local HMI,LB,9192,,16-bit Unsigned,Поддерживается
LB-9196 : локальная панель поддерживает только функции монитора (ON),Local HMI,LB,9196,,16-bit Unsigned,Поддерживается
LB-9197 : поддерживает только функции монитора для удаленных панелей (ON),Local HMI,LB,9197,,16-bit Unsigned,Поддерживается
LB-9198 : запретить переключать макросы локальной панели (ON),Local HMI,LB,9198,,16-bit Unsigned,Поддерживается
LB-9199 : запретить переключать макросы удаленной панели (ON),Local HMI,LB,9199,,16-bit Unsigned,Поддерживается
"LB-9200 : состояние устройства 1 (SN0, COM 1), установлено для повторного подключения",Local HMI,LB,9200,,16-bit Unsigned,Поддерживается
"LB-9201 : состояние устройства 1 (SN1, COM 1), установлено для повторного подключения",Local HMI,LB,9201,,16-bit Unsigned,Поддерживается
"LB-9202 : состояние устройства 1 (SN2, COM 1), установлено для повторного подключения",Local HMI,LB,9202,,16-bit Unsigned,Поддерживается
"LB-9203 : состояние устройства 1 (SN3, COM 1), установлено для повторного подключения",Local HMI,LB,9203,,16-bit Unsigned,Поддерживается
"LB-9204 : состояние устройства 1 (SN4, COM 1), установлено для повторного подключения",Local HMI,LB,9204,,16-bit Unsigned,Поддерживается
"LB-9205 : состояние устройства 1 (SN5, COM 1), установлено для повторного подключения",Local HMI,LB,9205,,16-bit Unsigned,Поддерживается
"LB-9206 : состояние устройства 1 (SN6, COM 1), установлено для повторного подключения",Local HMI,LB,9206,,16-bit Unsigned,Поддерживается
"LB-9207 : состояние устройства 1 (SN7, COM 1), установлено для повторного подключения",Local HMI,LB,9207,,16-bit Unsigned,Поддерживается
"LB-9455 : состояние устройства 1 (SN255, COM 1), установлено для повторного подключения",Local HMI,LB,9455,,16-bit Unsigned,Поддерживается
LB-9460 : устройство хранения EM0 (SD карта) не существует (ON),Local HMI,LB,9460,,16-bit Unsigned,Неподдерживается
LB-9461 : устройство хранения EM1 (SD карта) не существует (ON),Local HMI,LB,9461,,16-bit Unsigned,Неподдерживается
LB-9462 : устройство хранения EM2 (SD карта) не существует (ON),Local HMI,LB,9462,,16-bit Unsigned,Неподдерживается
LB-9463 : устройство хранения EM3 (SD карта) не существует (ON),Local HMI,LB,9463,,16-bit Unsigned,Неподдерживается
LB-9464 : устройство хранения EM4 (SD карта) не существует (ON),Local HMI,LB,9464,,16-bit Unsigned,Неподдерживается
LB-9465 : устройство хранения EM5 (SD карта) не существует (ON),Local HMI,LB,9465,,16-bit Unsigned,Неподдерживается
LB-9466 : устройство хранения EM6 (SD карта) не существует (ON),Local HMI,LB,9466,,16-bit Unsigned,Неподдерживается
LB-9467 : устройство хранения EM7 (SD карта) не существует (ON),Local HMI,LB,9467,,16-bit Unsigned,Неподдерживается
LB-9468 : устройство хранения EM8 (SD карта) не существует (ON),Local HMI,LB,9468,,16-bit Unsigned,Неподдерживается
LB-9469 : устройство хранения EM9 (SD карта) не существует (ON),Local HMI,LB,9469,,16-bit Unsigned,Неподдерживается
LB-9470 : устройство хранения EM0 (USB) не существует (ON),Local HMI,LB,9470,,16-bit Unsigned,Поддерживается
LB-9471 : устройство хранения EM1 (USB) не существует (ON),Local HMI,LB,9471,,16-bit Unsigned,Поддерживается
LB-9472 : устройство хранения EM2 (USB) не существует (ON),Local HMI,LB,9472,,16-bit Unsigned,Поддерживается
LB-9473 : устройство хранения EM3 (USB) не существует (ON),Local HMI,LB,9473,,16-bit Unsigned,Поддерживается
LB-9474 : устройство хранения EM4 (USB) не существует (ON),Local HMI,LB,9474,,16-bit Unsigned,Поддерживается
LB-9475 : устройство хранения EM5 (USB) не существует (ON),Local HMI,LB,9475,,16-bit Unsigned,Поддерживается
LB-9476 : устройство хранения EM6 (USB) не существует (ON),Local HMI,LB,9476,,16-bit Unsigned,Поддерживается
LB-9477 : устройство хранения EM7 (USB) не существует (ON),Local HMI,LB,9477,,16-bit Unsigned,Поддерживается
LB-9478 : устройство хранения EM8 (USB) не существует (ON),Local HMI,LB,9478,,16-bit Unsigned,Поддерживается
LB-9479 : устройство хранения EM9 (USB) не существует (ON),Local HMI,LB,9479,,16-bit Unsigned,Поддерживается
LB-9480 : Запоминающее устройство EM0 (USB-диск 2) не существует (когда включено),Local HMI,LB,9480,,16-bit Unsigned,Поддерживается
LB-9481 : Запоминающее устройство EM1 (USB-диск 2) не существует (когда включено),Local HMI,LB,9481,,16-bit Unsigned,Поддерживается
LB-9482 : Запоминающее устройство EM2 (USB-диск 2) не существует (когда включено),Local HMI,LB,9482,,16-bit Unsigned,Поддерживается
LB-9483 : Запоминающее устройство EM3 (USB-диск 2) не существует (когда включено),Local HMI,LB,9483,,16-bit Unsigned,Поддерживается
LB-9484 : Запоминающее устройство EM4 (USB-диск 2) не существует (когда включено),Local HMI,LB,9484,,16-bit Unsigned,Поддерживается
LB-9485 : Запоминающее устройство EM5 (USB-диск 2) не существует (когда включено),Local HMI,LB,9485,,16-bit Unsigned,Поддерживается
LB-9486 : Запоминающее устройство EM6 (USB-диск 2) не существует (когда включено),Local HMI,LB,9486,,16-bit Unsigned,Поддерживается
LB-9487 : Запоминающее устройство EM7 (USB-диск 2) не существует (когда включено),Local HMI,LB,9487,,16-bit Unsigned,Поддерживается
LB-9488 : Запоминающее устройство EM8 (USB-диск 2) не существует (когда включено),Local HMI,LB,9488,,16-bit Unsigned,Поддерживается
LB-9489 : Запоминающее устройство EM9 (USB-диск 2) не существует (когда включено),Local HMI,LB,9489,,16-bit Unsigned,Поддерживается
"LB-9500 : состояние устройства 2 (SN0, COM 2), установлено для повторного подключения",Local HMI,LB,9500,,16-bit Unsigned,Поддерживается
"LB-9501 : состояние устройства 2 (SN1, COM 2), установлено для повторного подключения",Local HMI,LB,9501,,16-bit Unsigned,Поддерживается
"LB-9502 : состояние устройства 2 (SN2, COM 2), установлено для повторного подключения",Local HMI,LB,9502,,16-bit Unsigned,Поддерживается
"LB-9503 : состояние устройства 2 (SN3, COM 2), установлено для повторного подключения",Local HMI,LB,9503,,16-bit Unsigned,Поддерживается
"LB-9504 : состояние устройства 2 (SN4, COM 2), установлено для повторного подключения",Local HMI,LB,9504,,16-bit Unsigned,Поддерживается
"LB-9505 : состояние устройства 2 (SN5, COM 2), установлено для повторного подключения",Local HMI,LB,9505,,16-bit Unsigned,Поддерживается
"LB-9506 : состояние устройства 2 (SN6, COM 2), установлено для повторного подключения",Local HMI,LB,9506,,16-bit Unsigned,Поддерживается
"LB-9507 : состояние устройства 2 (SN7, COM 2), установлено для повторного подключения",Local HMI,LB,9507,,16-bit Unsigned,Поддерживается
"LB-9755 : состояние устройства 2 (SN255, COM 2), установлено для повторного подключения",Local HMI,LB,9755,,16-bit Unsigned,Поддерживается
"LB-9800 : состояние устройства 3 (SN0, COM 3), установлено для повторного подключения",Local HMI,LB,9800,,16-bit Unsigned,Поддерживается
"LB-9801 : состояние устройства 3 (SN1, COM 3), установлено для повторного подключения",Local HMI,LB,9801,,16-bit Unsigned,Поддерживается
"LB-9802 : состояние устройства 3 (SN2, COM 3), установлено для повторного подключения",Local HMI,LB,9802,,16-bit Unsigned,Поддерживается
"LB-9803 : состояние устройства 3 (SN3, COM 3), установлено для повторного подключения",Local HMI,LB,9803,,16-bit Unsigned,Поддерживается
"LB-9804 : состояние устройства 3 (SN4, COM 3), установлено для повторного подключения",Local HMI,LB,9804,,16-bit Unsigned,Поддерживается
"LB-9805 : состояние устройства 3 (SN5, COM 3), установлено для повторного подключения",Local HMI,LB,9805,,16-bit Unsigned,Поддерживается
"LB-9806 : состояние устройства 3 (SN6, COM 3), установлено для повторного подключения",Local HMI,LB,9806,,16-bit Unsigned,Поддерживается
"LB-9807 : состояние устройства 3 (SN7, COM 3), установлено для повторного подключения",Local HMI,LB,9807,,16-bit Unsigned,Поддерживается
"LB-10055 : состояние устройства 3 (SN255, COM3), настроено на повторное соединение",Local HMI,LB,10055,,16-bit Unsigned,Поддерживается
LB-10069 : принудительное переподключение удаленного принтера или сервера резервного копирования при смене IP адреса (ON),Local HMI,LB,10069,,16-bit Unsigned,Неподдерживается
"LB-10070 : принудительно подключить устройство 4 (ethernet), когда параметры IP или системы изменены в режиме on-line (установлено ON)",Local HMI,LB,10070,,16-bit Unsigned,Поддерживается
"LB-10071 : принудительно подключить устройство 5 (ethernet), когда параметры IP или системы изменены в режиме on-line (установлено ON)",Local HMI,LB,10071,,16-bit Unsigned,Поддерживается
"LB-10072 : принудительно подключить устройство 6 (ethernet), когда параметры IP или системы изменены в режиме on-line (установлено ON)",Local HMI,LB,10072,,16-bit Unsigned,Поддерживается
"LB-10073 : принудительно подключить устройство 7 (ethernet), когда параметры IP или системы изменены в режиме on-line (установлено ON)",Local HMI,LB,10073,,16-bit Unsigned,Поддерживается
"LB-10074 : принудительно подключить устройство 8 (ethernet), когда параметры IP или системы изменены в режиме on-line (установлено ON)",Local HMI,LB,10074,,16-bit Unsigned,Поддерживается
"LB-10075 : принудительно подключить устройство 9 (ethernet), когда параметры IP или системы изменены в режиме on-line (установлено ON)",Local HMI,LB,10075,,16-bit Unsigned,Поддерживается
"LB-10099 : принудительно подключить устройство 33 (ethernet), когда параметры IP или системы изменены в режиме on-line (установлено ON)",Local HMI,LB,10099,,16-bit Unsigned,Поддерживается
"LB-10100 : состояние устройства 4 (ethernet), настроено на повторное соединение",Local HMI,LB,10100,,16-bit Unsigned,Поддерживается
"LB-10101 : состояние устройства 4 (SN0, ethernet), установленное для повторного подключения",Local HMI,LB,10101,,16-bit Unsigned,Поддерживается
"LB-10102 : состояние устройства 4 (SN1, ethernet), установленное для повторного подключения",Local HMI,LB,10102,,16-bit Unsigned,Поддерживается
"LB-10103 : состояние устройства 4 (SN2, ethernet), установленное для повторного подключения",Local HMI,LB,10103,,16-bit Unsigned,Поддерживается
"LB-10104 : состояние устройства 4 (SN3, ethernet), установленное для повторного подключения",Local HMI,LB,10104,,16-bit Unsigned,Поддерживается
"LB-10105 : состояние устройства 4 (SN4, ethernet), установленное для повторного подключения",Local HMI,LB,10105,,16-bit Unsigned,Поддерживается
"LB-10106 : состояние устройства 4 (SN5, ethernet), установленное для повторного подключения",Local HMI,LB,10106,,16-bit Unsigned,Поддерживается
"LB-10107 : состояние устройства 4 (SN6, ethernet), установленное для повторного подключения",Local HMI,LB,10107,,16-bit Unsigned,Поддерживается
"LB-10108 : состояние устройства 4 (SN7, ethernet), установленное для повторного подключения",Local HMI,LB,10108,,16-bit Unsigned,Поддерживается
"LB-10356 : состояние устройства 4 (SN255, ethernet), установленное для повторного подключения",Local HMI,LB,10356,,16-bit Unsigned,Поддерживается
"LB-10400 : состояние устройства 5 (ethernet), настроено на повторное соединение",Local HMI,LB,10400,,16-bit Unsigned,Поддерживается
"LB-10401 : состояние устройства 5 (SN0, ethernet), установленное для повторного подключения",Local HMI,LB,10401,,16-bit Unsigned,Поддерживается
"LB-10402 : состояние устройства 5 (SN1, ethernet), установленное для повторного подключения",Local HMI,LB,10402,,16-bit Unsigned,Поддерживается
"LB-10403 : состояние устройства 5 (SN2, ethernet), установленное для повторного подключения",Local HMI,LB,10403,,16-bit Unsigned,Поддерживается
"LB-10404 : состояние устройства 5 (SN3, ethernet), установленное для повторного подключения",Local HMI,LB,10404,,16-bit Unsigned,Поддерживается
"LB-10405 : состояние устройства 5 (SN4, ethernet), установленное для повторного подключения",Local HMI,LB,10405,,16-bit Unsigned,Поддерживается
"LB-10406 : состояние устройства 5 (SN5, ethernet), установленное для повторного подключения",Local HMI,LB,10406,,16-bit Unsigned,Поддерживается
"LB-10407 : состояние устройства 5 (SN6, ethernet), установленное для повторного подключения",Local HMI,LB,10407,,16-bit Unsigned,Поддерживается
"LB-10408 : состояние устройства 5 (SN7, ethernet), установленное для повторного подключения",Local HMI,LB,10408,,16-bit Unsigned,Поддерживается
"LB-10656 : состояние устройства 5 (SN255, ethernet), установленное для повторного подключения",Local HMI,LB,10656,,16-bit Unsigned,Поддерживается
"LB-10700 : состояние устройства 6 (ethernet), настроено на повторное соединение",Local HMI,LB,10700,,16-bit Unsigned,Поддерживается
"LB-10701 : состояние устройства 6 (SN0, ethernet), установленное для повторного подключения",Local HMI,LB,10701,,16-bit Unsigned,Поддерживается
"LB-10702 : состояние устройства 6 (SN1, ethernet), установленное для повторного подключения",Local HMI,LB,10702,,16-bit Unsigned,Поддерживается
"LB-10703 : состояние устройства 6 (SN2, ethernet), установленное для повторного подключения",Local HMI,LB,10703,,16-bit Unsigned,Поддерживается
"LB-10704 : состояние устройства 6 (SN3, ethernet), установленное для повторного подключения",Local HMI,LB,10704,,16-bit Unsigned,Поддерживается
"LB-10705 : состояние устройства 6 (SN4, ethernet), установленное для повторного подключения",Local HMI,LB,10705,,16-bit Unsigned,Поддерживается
"LB-10706 : состояние устройства 6 (SN5, ethernet), установленное для повторного подключения",Local HMI,LB,10706,,16-bit Unsigned,Поддерживается
"LB-10707 : состояние устройства 6 (SN6, ethernet), установленное для повторного подключения",Local HMI,LB,10707,,16-bit Unsigned,Поддерживается
"LB-10708 : состояние устройства 6 (SN7, ethernet), установленное для повторного подключения",Local HMI,LB,10708,,16-bit Unsigned,Поддерживается
"LB-10956 : состояние устройства 6 (SN255, ethernet), установленное для повторного подключения",Local HMI,LB,10956,,16-bit Unsigned,Поддерживается
"LB-11000 : состояние устройства 7 (ethernet), настроено на повторное соединение",Local HMI,LB,11000,,16-bit Unsigned,Поддерживается
"LB-11001 : состояние устройства 7 (SN0, ethernet), установленное для повторного подключения",Local HMI,LB,11001,,16-bit Unsigned,Поддерживается
"LB-11002 : состояние устройства 7 (SN1, ethernet), установленное для повторного подключения",Local HMI,LB,11002,,16-bit Unsigned,Поддерживается
"LB-11003 : состояние устройства 7 (SN2, ethernet), установленное для повторного подключения",Local HMI,LB,11003,,16-bit Unsigned,Поддерживается
"LB-11004 : состояние устройства 7 (SN3, ethernet), установленное для повторного подключения",Local HMI,LB,11004,,16-bit Unsigned,Поддерживается
"LB-11005 : состояние устройства 7 (SN4, ethernet), установленное для повторного подключения",Local HMI,LB,11005,,16-bit Unsigned,Поддерживается
"LB-11006 : состояние устройства 7 (SN5, ethernet), установленное для повторного подключения",Local HMI,LB,11006,,16-bit Unsigned,Поддерживается
"LB-11007 : состояние устройства 7 (SN6, ethernet), установленное для повторного подключения",Local HMI,LB,11007,,16-bit Unsigned,Поддерживается
"LB-11008 : состояние устройства 7 (SN7, ethernet), установленное для повторного подключения",Local HMI,LB,11008,,16-bit Unsigned,Поддерживается
"LB-11256 : состояние устройства 7 (SN255, ethernet), установленное для повторного подключения",Local HMI,LB,11256,,16-bit Unsigned,Поддерживается
"LB-11300 : состояние устройства 8 (ethernet), настроено на повторное соединение",Local HMI,LB,11300,,16-bit Unsigned,Поддерживается
"LB-11301 : состояние устройства 8 (SN0, ethernet), установленное для повторного подключения",Local HMI,LB,11301,,16-bit Unsigned,Поддерживается
"LB-11302 : состояние устройства 8 (SN1, ethernet), установленное для повторного подключения",Local HMI,LB,11302,,16-bit Unsigned,Поддерживается
"LB-11303 : состояние устройства 8 (SN2, ethernet), установленное для повторного подключения",Local HMI,LB,11303,,16-bit Unsigned,Поддерживается
"LB-11304 : состояние устройства 8 (SN3, ethernet), установленное для повторного подключения",Local HMI,LB,11304,,16-bit Unsigned,Поддерживается
"LB-11305 : состояние устройства 8 (SN4, ethernet), установленное для повторного подключения",Local HMI,LB,11305,,16-bit Unsigned,Поддерживается
"LB-11306 : состояние устройства 8 (SN5, ethernet), установленное для повторного подключения",Local HMI,LB,11306,,16-bit Unsigned,Поддерживается
"LB-11307 : состояние устройства 8 (SN6, ethernet), установленное для повторного подключения",Local HMI,LB,11307,,16-bit Unsigned,Поддерживается
"LB-11308 : состояние устройства 8 (SN7, ethernet), установленное для повторного подключения",Local HMI,LB,11308,,16-bit Unsigned,Поддерживается
"LB-11556 : состояние устройства 8 (SN255, ethernet), установленное для повторного подключения",Local HMI,LB,11556,,16-bit Unsigned,Поддерживается
"LB-11600 : состояние устройства 9 (ethernet), настроено на повторное соединение",Local HMI,LB,11600,,16-bit Unsigned,Поддерживается
"LB-11601 : состояние устройства 9 (SN0, ethernet), установленное для повторного подключения",Local HMI,LB,11601,,16-bit Unsigned,Поддерживается
"LB-11602 : состояние устройства 9 (SN1, ethernet), установленное для повторного подключения",Local HMI,LB,11602,,16-bit Unsigned,Поддерживается
"LB-11603 : состояние устройства 9 (SN2, ethernet), установленное для повторного подключения",Local HMI,LB,11603,,16-bit Unsigned,Поддерживается
